instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered,cnt
3220,5/19/11,2,0,5,1,0,4,1,1,0.5,0.4848,0.94,0,4,6
3221,5/19/11,2,0,5,2,0,4,1,1,0.5,0.4848,0.94,0,12,15
3222,5/19/11,2,0,5,3,0,4,1,1,0.48,0.4697,1,0,3,4
3223,5/19/11,2,0,5,4,0,4,1,1,0.48,0.4697,0.94,0,3,5
3224,5/19/11,2,0,5,5,0,4,1,1,0.48,0.4697,0.94,0,24,26
3225,5/19/11,2,0,5,6,0,4,1,2,0.5,0.4848,0.94,0,86,103
3226,5/19/11,2,0,5,7,0,4,1,2,0.5,0.4848,1,0,239,257
3227,5/19/11,2,0,5,8,0,4,1,2,0.52,0.5,0.88,0,453,487
3228,5/19/11,2,0,5,9,0,4,1,2,0.54,0.5152,0.88,0.0896,176,216
3229,5/19/11,2,0,5,10,0,4,1,2,0.54,0.5152,0.83,0,95,130
3230,5/19/11,2,0,5,11,0,4,1,3,0.54,0.5152,0.88,0.1642,111,164
3231,5/19/11,2,0,5,12,0,4,1,2,0.58,0.5455,0.78,0.1045,130,168
3232,5/19/11,2,0,5,13,0,4,1,3,0.58,0.5455,0.64,0.2537,139,183
3233,5/19/11,2,0,5,14,0,4,1,3,0.54,0.5152,0.73,0.194,137,180
3234,5/19/11,2,0,5,15,0,4,1,1,0.56,0.5303,0.78,0.1642,125,188
3235,5/19/11,2,0,5,16,0,4,1,1,0.58,0.5455,0.64,0.194,247,302
3236,5/19/11,2,0,5,17,0,4,1,1,0.56,0.5303,0.78,0.1642,487,547
3237,5/19/11,2,0,5,18,0,4,1,1,0.6,0.6212,0.55,0.1642,454,513
3238,5/19/11,2,0,5,19,0,4,1,1,0.58,0.5455,0.6,0.1343,345,410
3239,5/19/11,2,0,5,20,0,4,1,1,0.54,0.5152,0.77,0.2836,236,282
3240,5/19/11,2,0,5,21,0,4,1,1,0.54,0.5152,0.77,0.2836,180,209
3241,5/19/11,2,0,5,22,0,4,1,3,0.5,0.4848,0.82,0.2985,68,79
3242,5/19/11,2,0,5,23,0,4,1,1,0.48,0.4697,0.94,0,63,72
3243,5/20/11,2,0,5,0,0,5,1,1,0.46,0.4545,0.94,0.0896,33,48
3244,5/20/11,2,0,5,1,0,5,1,1,0.46,0.4545,1,0,17,25
3245,5/20/11,2,0,5,2,0,5,1,1,0.44,0.4394,1,0.0896,4,8
3246,5/20/11,2,0,5,3,0,5,1,1,0.44,0.4394,1,0,4,5
3247,5/20/11,2,0,5,4,0,5,1,1,0.44,0.4394,0.94,0.0896,4,5
3248,5/20/11,2,0,5,5,0,5,1,1,0.44,0.4394,0.94,0.1045,28,28
3249,5/20/11,2,0,5,6,0,5,1,1,0.46,0.4545,0.88,0.1045,102,117
3250,5/20/11,2,0,5,7,0,5,1,1,0.5,0.4848,0.77,0.1642,289,319
3251,5/20/11,2,0,5,8,0,5,1,1,0.54,0.5152,0.68,0,476,517
3252,5/20/11,2,0,5,9,0,5,1,1,0.54,0.5152,0.68,0.2239,199,234
3253,5/20/11,2,0,5,10,0,5,1,1,0.56,0.5303,0.64,0.194,104,148
3254,5/20/11,2,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,133,196
3255,5/20/11,2,0,5,12,0,5,1,2,0.6,0.6212,0.56,0.2537,186,255
3256,5/20/11,2,0,5,13,0,5,1,3,0.6,0.6212,0.56,0.2836,172,232
3257,5/20/11,2,0,5,14,0,5,1,1,0.62,0.6212,0.53,0.2239,131,197
3258,5/20/11,2,0,5,15,0,5,1,2,0.6,0.6212,0.56,0.194,168,242
3259,5/20/11,2,0,5,16,0,5,1,2,0.6,0.6212,0.53,0.1642,269,330
3260,5/20/11,2,0,5,17,0,5,1,1,0.62,0.6212,0.53,0,483,554
3261,5/20/11,2,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,394,473
3262,5/20/11,2,0,5,19,0,5,1,1,0.58,0.5455,0.64,0.0896,253,302
3263,5/20/11,2,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045,180,220
3264,5/20/11,2,0,5,21,0,5,1,1,0.56,0.5303,0.64,0.1045,155,195
3265,5/20/11,2,0,5,22,0,5,1,1,0.54,0.5152,0.73,0,124,152
3266,5/20/11,2,0,5,23,0,5,1,1,0.52,0.5,0.72,0.1642,100,115
3267,5/21/11,2,0,5,0,0,6,0,1,0.52,0.5,0.77,0.1045,78,98
3268,5/21/11,2,0,5,1,0,6,0,1,0.52,0.5,0.72,0,64,72
3269,5/21/11,2,0,5,2,0,6,0,1,0.52,0.5,0.72,0.1045,35,40
3270,5/21/11,2,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,12,19
3271,5/21/11,2,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343,6,7
3272,5/21/11,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045,4,5
3273,5/21/11,2,0,5,6,0,6,0,1,0.5,0.4848,0.82,0.1343,22,28
3274,5/21/11,2,0,5,7,0,6,0,1,0.54,0.5152,0.73,0.1343,33,43
3275,5/21/11,2,0,5,8,0,6,0,1,0.56,0.5303,0.68,0.2836,97,126
3276,5/21/11,2,0,5,9,0,6,0,1,0.6,0.6061,0.64,0.2239,165,225
3277,5/21/11,2,0,5,10,0,6,0,1,0.62,0.6061,0.61,0.1045,201,323
3278,5/21/11,2,0,5,11,0,6,0,1,0.64,0.6212,0.53,0.1343,245,418
3279,5/21/11,2,0,5,12,0,6,0,1,0.66,0.6212,0.5,0,271,493
3280,5/21/11,2,0,5,13,0,6,0,1,0.7,0.6364,0.45,0,271,462
3281,5/21/11,2,0,5,14,0,6,0,1,0.72,0.6515,0.42,0,269,456
3282,5/21/11,2,0,5,15,0,6,0,1,0.72,0.6515,0.45,0.2537,274,506
3283,5/21/11,2,0,5,16,0,6,0,2,0.72,0.6515,0.39,0.2537,267,471
3284,5/21/11,2,0,5,17,0,6,0,2,0.72,0.6515,0.42,0.1642,253,444
3285,5/21/11,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,253,444
3286,5/21/11,2,0,5,19,0,6,0,1,0.68,0.6364,0.47,0.1642,184,301
3287,5/21/11,2,0,5,20,0,6,0,1,0.62,0.6061,0.61,0,164,248
3288,5/21/11,2,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,150,227
3289,5/21/11,2,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,126,204
3290,5/21/11,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,103,145
3291,5/22/11,2,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,100,131
3292,5/22/11,2,0,5,1,0,0,0,1,0.52,0.5,0.94,0.1343,81,98
3293,5/22/11,2,0,5,2,0,0,0,1,0.52,0.5,0.94,0.1045,50,68
3294,5/22/11,2,0,5,3,0,0,0,1,0.5,0.4848,1,0.1045,23,33
3295,5/22/11,2,0,5,4,0,0,0,1,0.5,0.4848,1,0,9,12
3296,5/22/11,2,0,5,5,0,0,0,1,0.5,0.4848,1,0.1045,5,6
3297,5/22/11,2,0,5,6,0,0,0,1,0.52,0.5,0.94,0.1045,13,18
3298,5/22/11,2,0,5,7,0,0,0,1,0.54,0.5152,0.88,0.1045,27,40
3299,5/22/11,2,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,65,94
3300,5/22/11,2,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,130,189
3301,5/22/11,2,0,5,10,0,0,0,1,0.64,0.6061,0.65,0.1343,170,305
3302,5/22/11,2,0,5,11,0,0,0,1,0.7,0.6515,0.54,0.194,209,373
3303,5/22/11,2,0,5,12,0,0,0,2,0.72,0.6667,0.51,0.194,255,401
3304,5/22/11,2,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,275,455
3305,5/22/11,2,0,5,14,0,0,0,3,0.62,0.6061,0.69,0.194,191,316
3306,5/22/11,2,0,5,15,0,0,0,2,0.66,0.6212,0.61,0.1642,221,331
3307,5/22/11,2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,201,273
3308,5/22/11,2,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537,213,306
3309,5/22/11,2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,238,358
3310,5/22/11,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,193,300
3311,5/22/11,2,0,5,20,0,0,0,1,0.64,0.6061,0.65,0.1642,174,231
3312,5/22/11,2,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.194,109,136
3313,5/22/11,2,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,86,121
3314,5/22/11,2,0,5,23,0,0,0,2,0.58,0.5455,0.83,0.1343,46,65
3315,5/23/11,2,0,5,0,0,1,1,2,0.56,0.5303,0.88,0.1343,18,41
3316,5/23/11,2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,5,9
3317,5/23/11,2,0,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,3,5
3318,5/23/11,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,4,4
3319,5/23/11,2,0,5,4,0,1,1,2,0.54,0.5152,0.94,0,2,4
3320,5/23/11,2,0,5,5,0,1,1,2,0.54,0.5152,0.94,0,11,11
3321,5/23/11,2,0,5,6,0,1,1,2,0.54,0.5152,1,0,92,96
3322,5/23/11,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,223,236
3323,5/23/11,2,0,5,8,0,1,1,1,0.6,0.5455,0.88,0.194,359,409
3324,5/23/11,2,0,5,9,0,1,1,1,0.6,0.5455,0.88,0.2239,131,167
3325,5/23/11,2,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,72,121
3326,5/23/11,2,0,5,11,0,1,1,1,0.68,0.6364,0.69,0.3881,107,180
3327,5/23/11,2,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,139,204
3328,5/23/11,2,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,155,204
3329,5/23/11,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224,130,187
3330,5/23/11,2,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,119,176
3331,5/23/11,2,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,223,279
3332,5/23/11,2,0,5,17,0,1,1,3,0.72,0.6818,0.7,0.3881,373,429
3333,5/23/11,2,0,5,18,0,1,1,1,0.7,0.6667,0.74,0.2836,385,453
3334,5/23/11,2,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,302,358
3335,5/23/11,2,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,271,310
3336,5/23/11,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,155,188
3337,5/23/11,2,0,5,22,0,1,1,1,0.62,0.5455,0.94,0.2239,106,131
3338,5/23/11,2,0,5,23,0,1,1,2,0.62,0.5606,0.88,0.194,53,72
3339,5/24/11,2,0,5,0,0,2,1,2,0.6,0.5152,0.94,0.194,23,35
3340,5/24/11,2,0,5,1,0,2,1,2,0.6,0.5152,0.94,0.1642,9,15
3341,5/24/11,2,0,5,2,0,2,1,2,0.6,0.5152,0.94,0.194,8,10
3342,5/24/11,2,0,5,3,0,2,1,2,0.58,0.5455,0.94,0.1045,2,2
3343,5/24/11,2,0,5,4,0,2,1,1,0.6,0.5455,0.88,0.1045,3,4
3344,5/24/11,2,0,5,5,0,2,1,2,0.58,0.5455,0.94,0.2537,22,24
3345,5/24/11,2,0,5,6,0,2,1,2,0.58,0.5455,0.94,0.194,102,112
3346,5/24/11,2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,288,314
3347,5/24/11,2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,403,434
3348,5/24/11,2,0,5,9,0,2,1,2,0.64,0.6061,0.73,0.194,111,138
3349,5/24/11,2,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,90,108
3350,5/24/11,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,142,175
3351,5/24/11,2,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881,129,170
3352,5/24/11,2,0,5,13,0,2,1,1,0.78,0.697,0.46,0.2537,152,190
3353,5/24/11,2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,126,153
3354,5/24/11,2,0,5,15,0,2,1,3,0.74,0.6818,0.55,0.4179,129,188
3355,5/24/11,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,225,277
3356,5/24/11,2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,492,548
3357,5/24/11,2,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,490,564
3358,5/24/11,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,310,355
3359,5/24/11,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,241,280
3360,5/24/11,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,168,189
3361,5/24/11,2,0,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,115,141
3362,5/24/11,2,0,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,53,66
3363,5/25/11,2,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,32,35
3364,5/25/11,2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,2,8
3365,5/25/11,2,0,5,2,0,3,1,2,0.56,0.5303,0.94,0,8,8
3366,5/25/11,2,0,5,3,0,3,1,1,0.54,0.5152,1,0.1343,9,9
3367,5/25/11,2,0,5,4,0,3,1,1,0.54,0.5152,1,0.1045,3,3
3368,5/25/11,2,0,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,23,25
3369,5/25/11,2,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,113,117
3370,5/25/11,2,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,284,313
3371,5/25/11,2,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,495,531
3372,5/25/11,2,0,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,207,234
3373,5/25/11,2,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,105,135
3374,5/25/11,2,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,104,140
3375,5/25/11,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,178,210
3376,5/25/11,2,0,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,163,202
3377,5/25/11,2,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,121,168
3378,5/25/11,2,0,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,145,182
3379,5/25/11,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,238,299
3380,5/25/11,2,0,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,524,601
3381,5/25/11,2,0,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,451,517
3382,5/25/11,2,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,332,405
3383,5/25/11,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,284,340
3384,5/25/11,2,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,203,236
3385,5/25/11,2,0,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,140,174
3386,5/25/11,2,0,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,74,86
3387,5/26/11,2,0,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,34,45
3388,5/26/11,2,0,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,13,16
3389,5/26/11,2,0,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7,14
3390,5/26/11,2,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,4,4
3391,5/26/11,2,0,5,4,0,4,1,1,0.6,0.5455,0.88,0,2,2
3392,5/26/11,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,25,27
3393,5/26/11,2,0,5,6,0,4,1,2,0.6,0.5,1,0.0896,94,98
3394,5/26/11,2,0,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,270,286
3395,5/26/11,2,0,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,458,489
3396,5/26/11,2,0,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,194,216
3397,5/26/11,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,94,143
3398,5/26/11,2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,124,160
3399,5/26/11,2,0,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,141,194
3400,5/26/11,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,145,197
3401,5/26/11,2,0,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,145,189
3402,5/26/11,2,0,5,15,0,4,1,2,0.82,0.7576,0.46,0.2836,101,141
3403,5/26/11,2,0,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,233,291
3404,5/26/11,2,0,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,445,494
3405,5/26/11,2,0,5,18,0,4,1,1,0.8,0.7273,0.46,0.3284,404,478
3406,5/26/11,2,0,5,19,0,4,1,1,0.78,0.697,0.46,0.3284,311,378
3407,5/26/11,2,0,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,267,322
3408,5/26/11,2,0,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,178,223
3409,5/26/11,2,0,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,157,180
3410,5/26/11,2,0,5,23,0,4,1,1,0.7,0.6515,0.65,0.194,73,90
3411,5/27/11,2,0,5,0,0,5,1,1,0.68,0.6364,0.69,0.2537,55,69
3412,5/27/11,2,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,36,50
3413,5/27/11,2,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,12,18
3414,5/27/11,2,0,5,3,0,5,1,1,0.66,0.6212,0.65,0.0896,11,12
3415,5/27/11,2,0,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,5,7
3416,5/27/11,2,0,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,29,31
3417,5/27/11,2,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,73,81
3418,5/27/11,2,0,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,229,249
3419,5/27/11,2,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,393,418
3420,5/27/11,2,0,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,190,227
3421,5/27/11,2,0,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,111,153
3422,5/27/11,2,0,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,126,166
3423,5/27/11,2,0,5,12,0,5,1,2,0.76,0.697,0.55,0.2985,190,243
3424,5/27/11,2,0,5,13,0,5,1,1,0.74,0.6818,0.58,0.194,158,209
3425,5/27/11,2,0,5,14,0,5,1,1,0.76,0.697,0.55,0.2537,188,239
3426,5/27/11,2,0,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,258,356
3427,5/27/11,2,0,5,16,0,5,1,2,0.76,0.697,0.55,0.3881,356,419
3428,5/27/11,2,0,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,414,491
3429,5/27/11,2,0,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,310,399
3430,5/27/11,2,0,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,210,279
3431,5/27/11,2,0,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,120,144
3432,5/27/11,2,0,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,114,151
3433,5/27/11,2,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,116,141
3434,5/27/11,2,0,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,104,127
3435,5/28/11,2,0,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,79,94
3436,5/28/11,2,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,47,55
3437,5/28/11,2,0,5,2,0,6,0,1,0.56,0.5303,0.94,0.194,35,48
3438,5/28/11,2,0,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,13,15
3439,5/28/11,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,4,4
3440,5/28/11,2,0,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,3,7
3441,5/28/11,2,0,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,16,19
3442,5/28/11,2,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,33,50
3443,5/28/11,2,0,5,8,0,6,0,1,0.62,0.5909,0.78,0.194,75,102
3444,5/28/11,2,0,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,116,177
3445,5/28/11,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,166,276
3446,5/28/11,2,0,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,178,349
3447,5/28/11,2,0,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,213,358
3448,5/28/11,2,0,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,217,385
3449,5/28/11,2,0,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,210,382
3450,5/28/11,2,0,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187,374
3451,5/28/11,2,0,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,201,402
3452,5/28/11,2,0,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,161,341
3453,5/28/11,2,0,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,212,385
3454,5/28/11,2,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.194,153,252
3455,5/28/11,2,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,128,196
3456,5/28/11,2,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,114,201
3457,5/28/11,2,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,115,161
3458,5/28/11,2,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.194,81,125
3459,5/29/11,2,0,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,51,83
3460,5/29/11,2,0,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,49,66
3461,5/29/11,2,0,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,49,61
3462,5/29/11,2,0,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,24,26
3463,5/29/11,2,0,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,10,23
3464,5/29/11,2,0,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3,6
3465,5/29/11,2,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,10,15
3466,5/29/11,2,0,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,17,30
3467,5/29/11,2,0,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,62,96
3468,5/29/11,2,0,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,78,152
3469,5/29/11,2,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,121,251
3470,5/29/11,2,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,180,319
3471,5/29/11,2,0,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,186,402
3472,5/29/11,2,0,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,181,418
3473,5/29/11,2,0,5,14,0,0,0,1,0.74,0.697,0.7,0.2836,168,351
3474,5/29/11,2,0,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,155,376
3475,5/29/11,2,0,5,16,0,0,0,1,0.74,0.697,0.7,0.2836,167,361
3476,5/29/11,2,0,5,17,0,0,0,1,0.74,0.697,0.7,0.2836,169,383
3477,5/29/11,2,0,5,18,0,0,0,1,0.72,0.697,0.74,0.2836,177,328
3478,5/29/11,2,0,5,19,0,0,0,1,0.72,0.697,0.74,0.2537,146,287
3479,5/29/11,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,128,219
3480,5/29/11,2,0,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,122,229
3481,5/29/11,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,93,171
3482,5/29/11,2,0,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,87,135
3483,5/30/11,2,0,5,0,1,1,0,1,0.64,0.5606,0.94,0.194,65,103
3484,5/30/11,2,0,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,53,79
3485,5/30/11,2,0,5,2,1,1,0,1,0.64,0.5606,0.94,0.194,28,45
3486,5/30/11,2,0,5,3,1,1,0,1,0.64,0.5606,0.94,0.194,8,18
3487,5/30/11,2,0,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,4,6
3488,5/30/11,2,0,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,6,7
3489,5/30/11,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,10,16
3490,5/30/11,2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0,19,31
3491,5/30/11,2,0,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,58,94
3492,5/30/11,2,0,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,81,128
3493,5/30/11,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,153,269
3494,5/30/11,2,0,5,11,1,1,0,1,0.82,0.7727,0.52,0,168,321
3495,5/30/11,2,0,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,187,366
3496,5/30/11,2,0,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,217,350
3497,5/30/11,2,0,5,14,1,1,0,1,0.88,0.803,0.39,0,185,327
3498,5/30/11,2,0,5,15,1,1,0,1,0.88,0.803,0.39,0.2537,179,311
3499,5/30/11,2,0,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,208,309
3500,5/30/11,2,0,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,202,304
3501,5/30/11,2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,172,249
3502,5/30/11,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,157,225
3503,5/30/11,2,0,5,20,1,1,0,1,0.76,0.7121,0.58,0,168,237
3504,5/30/11,2,0,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,107,149
3505,5/30/11,2,0,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,80,106
3506,5/30/11,2,0,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,34,48
3507,5/31/11,2,0,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,20,29
3508,5/31/11,2,0,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,9,17
3509,5/31/11,2,0,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,7,12
3510,5/31/11,2,0,5,3,0,2,1,2,0.64,0.5606,0.94,0,3,4
3511,5/31/11,2,0,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,3,3
3512,5/31/11,2,0,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,26,26
3513,5/31/11,2,0,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,98,109
3514,5/31/11,2,0,5,7,0,2,1,1,0.74,0.697,0.66,0.1045,219,235
3515,5/31/11,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,372,406
3516,5/31/11,2,0,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,153,175
3517,5/31/11,2,0,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,72,109
3518,5/31/11,2,0,5,11,0,2,1,1,0.86,0.803,0.47,0,78,106
3519,5/31/11,2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,125,162
