	text	label
191	) What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  	1
192	"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  "	1
193	This is high adventure at its best.  	1
194	I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  	1
195	Having to humour him just to get by and get through the day was so apt.  	1
196	(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  	1
197	Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  	0
198	The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  	0
199	Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  	0
200	Non-linear narration thus many flashbacks and every part are articulated quite well.  	1
201	The good cinematography also makes her and Monica Bellucci look very beautiful.  	1
202	A good commentary of today's love and undoubtedly a film worth seeing.  	1
203	For people who are first timers in film making, I think they did an excellent job!!  	1
204	It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  	1
205	It's a feel-good film and that's how I felt when I came out of the cinema!  	1
206	It has northern humour and positive about the community it represents.  	1
207	I rather enjoyed it.  	1
208	I liked it.  	1
209	I couldn't take them seriously.  	0
210	It really created a unique feeling though.  	1
211	Vivian Schilling did an excellent job with the script.  	1
212	A world better than 95% of the garbage in the theatres today.  	1
213	Her role was played well.  	1
214	Not too screamy not to masculine but just right.  	1
215	The camera really likes her in this movie.  	1
216	I would have casted her in that role after ready the script.  	1
217	As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  	1
218	I am a fan of his ... This movie sucked really bad.  	0
219	Even worse than Ticker!  	0
220	& That movie was bad.  	0
221	Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  	0
222	It just blew.  	0
223	This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  	1
224	I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  	1
225	Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  	0
226	This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  	0
227	Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  	0
228	I wish I could enter negative values, admins?  	0
229	The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  	0
230	The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  	0
231	Oh yeah, and the storyline was pathetic too.  	0
232	I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  	0
233	I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  	0
234	In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  	0
235	It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  	0
236	1/10 - and only because there is no setting for 0/10.  	0
237	An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  	1
238	The soundtrack wasn't terrible, either.  	1
239	But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  	0
240	"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  "	1
241	Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  	0
242	Both do good jobs and are quite amusing.  	1
243	But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  	0
244	I let my girlfriend talk me into seeing this - bad idea, we both hated it.  	0
245	The last 15 minutes of movie are also not bad as well.  	1
246	Bela Lugosi was totally extraneous, intoning odd lines.  	0
247	The acting was decidely wooden, though no worse than a period Universal B movie.  	0
248	I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  	1
249	I believe the screenwriter did a good job of tying up the loose ends.  	1
250	My 8/10 score is mostly for the plot.  	1
251	I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  	1
